timestamp,PV1 voltage (V),PV1 current (A),PV1 input power(W),PV2 voltage (V),PV2 current (A),PV2 input power(W),AC current R(A),AC voltage R(V),AC current S(A),AC voltage S(V),AC current T(A),AC voltage T(V),output power(W),feed-in power(W),daily yield(kWh),total yield(kWh),feed-in energy(kWh),consume energy(kWh),Inverter Status,Battery operating status,Temperature_C,Dew_Point_C,Humidity_%,Wind,Speed_kmh,Gust_kmh,Pressure_hPa,Precip_Rate_mm,Precip_Accum_mm,UV,Solar_w/m2,dataset,PV1_voltage_(V)_cat,PV2_voltage_(V)_cat,PV1_current_(A)_cat,PV2_current_(A)_cat,PV1_input_power(W)_cat,PV2_input_power(W)_cat,output_power(W)_cat,feed-in_power(W)_cat,Temperature_cat,Dew_Point_C_cat,Humidity_%_cat,Speed_kmh_cat,Precip_Rate_mm_cat,prší?,hour,day_of_week,is_workday,hourly_yield,hourly_feed_in_energy,hourly_consumed,sobestacnost,system_pracuje,pretok,h_spotreba_cat,h_yield_cat,h_feedin_cat
2023-03-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1372.33,0.0,425.7,0.9,663.7,IdleMode,Normal,-0.89,-1.4,95.0,,0.47,0.47,1011.27,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Extremely Low,-5 až 0,-5 až 0,80-99,0-2.5,0,neprší,0,3,pracovní den,0.0,0.0,1.79,ne,ne,ne,1250Wh-2000Wh,Vypnuto,Nedodava
2023-03-16 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1783.17,0.0,425.7,0.9,665.49,IdleMode,Normal,-1.46,-1.92,95.83,,0.16,0.16,1011.68,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Low,-5 až 0,-5 až 0,80-99,0-2.5,0,neprší,1,3,pracovní den,0.0,0.0,1.51,ne,ne,ne,1250Wh-2000Wh,Vypnuto,Nedodava
2023-03-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1507.33,0.0,425.7,0.9,667.0,IdleMode,Normal,-1.33,-1.87,94.83,,0.7,0.7,1011.79,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Low,-5 až 0,-5 až 0,80-99,0-2.5,0,neprší,2,3,pracovní den,0.0,0.0,1.21,ne,ne,ne,1000-1250Wh,Vypnuto,Nedodava
2023-03-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-977.83,0.0,425.7,0.9,668.21,IdleMode,Normal,-1.68,-2.24,94.75,,0.25,0.25,1012.08,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Extremely Low,-5 až 0,-5 až 0,80-99,0-2.5,0,neprší,3,3,pracovní den,0.0,0.0,1.41,ne,ne,ne,1250Wh-2000Wh,Vypnuto,Nedodava
2023-03-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1885.58,0.0,425.7,0.9,669.62,IdleMode,Normal,-1.55,-2.38,93.5,,1.48,1.48,1012.36,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Low,-5 až 0,-5 až 0,80-99,0-2.5,0,neprší,4,3,pracovní den,0.0,0.0,1.55,ne,ne,ne,1250Wh-2000Wh,Vypnuto,Nedodava
2023-03-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1595.83,0.0,425.7,0.9,671.17,IdleMode,Normal,-2.1,-2.73,94.33,,0.13,0.13,1012.87,0.0,0.0,0.0,0.02,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Low,-5 až 0,-5 až 0,80-99,0-2.5,0,neprší,5,3,pracovní den,0.16,0.0,1.31,ne,ano,ne,1250Wh-2000Wh,<500Wh,Nedodava
2023-03-16 06:00:00,278.88,0.22,93.0,318.27,1.09,488.25,1.14,179.28,1.13,178.98,1.21,177.59,572.67,-910.17,0.16,425.86,0.9,672.48,NormalMode,Normal,-3.0,-3.38,95.75,,0.0,0.0,1013.21,0.0,0.0,0.0,11.79,IVELKO9,Nula,Normal,A<3,A<3,Extremely Low,Nula,Extremely Low,Neg Low,-5 až 0,-5 až 0,80-99,0-2.5,0,neprší,6,3,pracovní den,1.17,0.0,0.3,ne,ano,ne,1000-1250Wh,500-1500Wh,Nedodava
2023-03-16 07:00:00,482.31,1.44,733.58,429.42,5.22,2260.5,2.17,238.42,2.0,238.76,2.62,237.81,1438.25,0.0,1.32,427.02,0.9,672.78,NormalMode,Normal,-0.76,-2.0,90.75,,0.42,0.42,1013.46,0.0,0.0,0.67,73.88,IVELKO9,High,Normal,A<3,3<A<7,Low,Normal,Low,Nula,-5 až 0,-5 až 0,80-99,0-2.5,0,neprší,7,3,pracovní den,0.97,0.0,0.06,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-16 08:00:00,519.46,3.78,1988.0,407.11,8.19,3350.83,1.74,239.95,1.61,239.54,1.87,239.66,858.83,-3.25,2.3,428.0,0.9,672.84,NormalMode,Normal,1.25,-1.14,84.5,,1.06,1.06,1013.91,0.57,0.12,1.67,183.5,IVELKO9,High,Normal,3<A<7,7<A<10,Normal,High,Extremely Low,Nula,0 až 5,-5 až 0,80-99,0-2.5,0,neprší,8,3,pracovní den,1.24,0.0,0.0,ano,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-16 09:00:00,514.98,4.96,2580.58,411.08,7.37,3011.25,1.66,241.82,1.58,240.76,1.8,241.42,863.25,-18.0,3.54,429.24,0.9,672.84,NormalMode,Normal,3.04,-0.34,78.83,,1.6,1.6,1014.22,0.0,0.25,2.92,321.77,IVELKO9,High,Normal,3<A<7,7<A<10,Normal,High,Extremely Low,Nula,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,9,3,pracovní den,0.54,0.0,0.09,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-16 10:00:00,547.95,0.77,451.0,468.87,1.02,494.83,2.24,240.77,1.15,239.69,1.18,241.06,644.33,-23.92,4.08,429.78,0.9,672.93,NormalMode,Normal,4.07,-0.37,73.08,,2.12,2.13,1014.3,0.0,0.25,3.5,399.21,IVELKO9,High,High,A<3,A<3,Extremely Low,Low,Extremely Low,Neg Extremely Low,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,10,3,pracovní den,1.34,0.0,0.01,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-16 11:00:00,507.92,1.98,957.17,465.58,1.58,730.58,3.3,242.02,1.99,241.43,2.24,241.48,1584.33,-21.83,5.42,431.12,0.9,672.94,NormalMode,Normal,5.19,-1.15,64.08,,2.7,2.74,1014.42,0.0,0.25,4.33,520.48,IVELKO9,High,High,A<3,A<3,Extremely Low,Normal,Low,Neg Extremely Low,0 až 5,-5 až 0,60-79,2.5-5,0,neprší,11,3,pracovní den,0.8,0.0,0.1,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-16 12:00:00,549.82,0.32,202.0,468.73,0.17,92.33,1.1,241.1,1.07,241.52,1.2,240.61,250.58,-18.08,6.22,431.92,0.9,673.04,NormalMode,Normal,6.23,-1.68,57.42,,2.56,2.62,1014.02,0.0,0.25,4.67,539.52,IVELKO9,High,High,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,0-2.5,0,neprší,12,3,pracovní den,0.77,0.0,0.0,ano,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-16 13:00:00,531.08,2.68,1434.17,467.45,0.62,298.42,2.23,241.26,2.28,241.15,2.39,242.32,1429.83,-18.17,7.0,432.7,0.9,673.04,NormalMode,Normal,7.19,-2.23,51.75,,2.13,2.17,1013.8,0.0,0.25,4.25,491.13,IVELKO9,High,High,A<3,A<3,Normal,Extremely Low,Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,0-2.5,0,neprší,13,3,pracovní den,1.65,0.0,0.09,ne,ano,ne,<100 Wh,1500-2500Wh,Nedodava
2023-03-16 14:00:00,495.72,3.13,1361.33,449.11,1.16,527.0,2.59,240.82,2.63,240.6,6.86,240.68,2606.83,-4.92,8.64,434.35,0.9,673.13,NormalMode,Normal,8.01,-2.01,49.83,,2.96,3.02,1013.52,0.0,0.25,3.17,378.59,IVELKO9,High,High,A<3,A<3,Extremely Low,Low,Extremely Low,Nula,5 až 10,-5 až 0,40-59,2.5-5,0,neprší,14,3,pracovní den,3.33,0.0,0.01,ne,ano,ne,<100 Wh,2500-4000Wh,Nedodava
2023-03-16 15:00:00,452.62,4.64,2149.67,404.66,0.76,327.08,3.0,237.99,3.75,238.3,3.47,237.84,2263.58,-14.58,11.98,437.68,0.9,673.14,NormalMode,Normal,8.2,-3.41,44.17,,2.53,2.59,1013.1,0.0,0.25,2.0,228.28,IVELKO9,Normal,Normal,3<A<7,A<3,Normal,Extremely Low,Low,Nula,5 až 10,-5 až 0,40-59,2.5-5,0,neprší,15,3,pracovní den,1.6,0.0,0.1,ne,ano,ne,<100 Wh,1500-2500Wh,Nedodava
2023-03-16 16:00:00,300.21,1.98,591.17,402.1,0.48,214.17,2.52,237.18,2.73,236.58,2.66,234.51,1670.83,-10.58,13.58,439.28,0.9,673.24,NormalMode,Normal,7.9,-3.3,45.58,,2.84,2.9,1012.67,0.0,0.25,0.83,95.81,IVELKO9,Extremely Low,Normal,A<3,A<3,Extremely Low,Extremely Low,Low,Nula,5 až 10,-5 až 0,40-59,2.5-5,0,neprší,16,3,pracovní den,1.73,0.0,0.0,ano,ano,ne,<100 Wh,1500-2500Wh,Nedodava
2023-03-16 17:00:00,465.27,0.27,150.42,379.45,0.21,98.33,1.9,236.27,1.91,235.35,3.53,235.61,1481.92,-21.92,15.31,441.02,0.9,673.24,NormalMode,Normal,6.96,-2.81,50.17,,1.92,1.94,1012.67,0.0,0.25,0.0,31.18,IVELKO9,Normal,Normal,A<3,A<3,Extremely Low,Extremely Low,Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,0-2.5,0,neprší,17,3,pracovní den,1.58,0.0,0.07,ne,ano,ne,<100 Wh,1500-2500Wh,Nedodava
2023-03-16 18:00:00,61.73,0.03,7.25,141.46,0.0,0.0,3.05,235.18,2.59,235.28,4.94,235.44,2311.42,-10.92,16.89,442.59,0.9,673.31,NormalMode,Normal,4.13,-3.29,59.08,,0.0,0.0,1012.81,0.0,0.25,0.0,1.33,IVELKO9,Nula,Extremely Low,Nula,Nula,Nula,Nula,Low,Nula,0 až 5,-5 až 0,40-59,0-2.5,0,neprší,18,3,pracovní den,2.09,0.04,0.03,ne,ano,ano,<100 Wh,1500-2500Wh,<500Wh
2023-03-16 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.83,235.88,2.46,236.8,2.87,233.88,1782.08,-35.67,18.97,444.68,0.94,673.34,NormalMode,Normal,2.03,-3.04,69.25,,0.08,0.08,1012.76,0.0,0.25,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Low,Nula,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,19,3,pracovní den,1.21,0.06,0.04,ne,ano,ano,<100 Wh,500-1500Wh,<500Wh
2023-03-16 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.88,238.38,1.82,237.38,4.46,235.14,1611.25,-3.67,20.19,445.89,1.0,673.38,NormalMode,Normal,1.72,-2.5,73.75,,0.21,0.21,1012.53,0.0,0.25,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,20,3,pracovní den,2.22,0.0,0.28,ne,ano,ne,1000-1250Wh,1500-2500Wh,Nedodava
2023-03-16 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.14,99.67,1.22,99.02,2.73,98.68,1165.5,-773.08,22.41,448.11,1.0,673.66,IdleMode,Normal,1.57,-2.53,74.5,,0.26,0.26,1012.25,0.0,0.25,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Extremely Low,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,21,3,pracovní den,0.19,0.0,0.83,ne,ano,ne,1000-1250Wh,<500Wh,Nedodava
2023-03-16 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1082.25,22.6,448.3,1.0,674.49,IdleMode,Normal,1.0,-2.95,75.17,,0.11,0.11,1011.99,0.0,0.25,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Extremely Low,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,22,3,pracovní den,0.0,0.0,1.51,ne,ne,ne,1250Wh-2000Wh,Vypnuto,Nedodava
2023-03-16 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1663.17,22.6,448.3,1.0,676.0,IdleMode,Normal,0.22,-2.99,79.33,,0.19,0.19,1011.79,0.0,0.25,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Low,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,23,3,pracovní den,0.0,0.0,1.2,ne,ne,ne,1000-1250Wh,Vypnuto,Nedodava
2023-03-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-916.83,1.88,448.3,1.0,677.2,IdleMode,Normal,0.03,-2.98,80.42,,0.27,0.27,1011.68,0.0,0.02,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Extremely Low,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,0,4,pracovní den,0.0,0.0,1.38,ne,ne,ne,1250Wh-2000Wh,Vypnuto,Nedodava
2023-03-17 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1866.58,0.0,448.3,1.0,678.58,IdleMode,Normal,0.06,-3.06,79.83,,0.59,0.59,1011.51,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Low,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,1,4,pracovní den,0.0,0.0,1.46,ne,ne,ne,1250Wh-2000Wh,Vypnuto,Nedodava
2023-03-17 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1228.08,0.0,448.3,1.0,680.03,IdleMode,Normal,0.11,-3.43,77.42,,0.88,0.9,1010.84,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Low,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,2,4,pracovní den,0.0,0.0,1.06,ne,ne,ne,1000-1250Wh,Vypnuto,Nedodava
2023-03-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1398.33,0.0,448.3,1.0,681.1,IdleMode,Normal,-0.35,-3.46,79.0,,0.6,0.6,1010.36,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Extremely Low,-5 až 0,-5 až 0,60-79,0-2.5,0,neprší,3,4,pracovní den,0.0,0.0,1.69,ne,ne,ne,1250Wh-2000Wh,Vypnuto,Nedodava
2023-03-17 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1494.08,0.0,448.3,1.0,682.79,IdleMode,Normal,-0.42,-3.6,78.75,,0.86,0.86,1010.16,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Low,-5 až 0,-5 až 0,60-79,0-2.5,0,neprší,4,4,pracovní den,0.0,0.0,1.43,ne,ne,ne,1250Wh-2000Wh,Vypnuto,Nedodava
2023-03-17 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1386.58,0.0,448.3,1.0,684.22,IdleMode,Normal,-0.5,-3.65,78.75,,0.99,0.99,1009.93,0.0,0.0,0.0,0.08,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Low,-5 až 0,-5 až 0,60-79,0-2.5,0,neprší,5,4,pracovní den,0.13,0.0,0.84,ne,ano,ne,1000-1250Wh,<500Wh,Nedodava
2023-03-17 06:00:00,319.58,0.32,155.67,377.3,1.15,515.0,1.32,217.01,1.29,216.42,1.35,216.67,536.83,-405.75,0.13,448.43,1.0,685.06,NormalMode,Normal,-0.24,-3.63,77.83,,0.41,0.41,1010.02,0.0,0.0,0.0,17.66,IVELKO9,Normal,Normal,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,-5 až 0,-5 až 0,60-79,0-2.5,0,neprší,6,4,pracovní den,1.13,0.0,0.38,ne,ano,ne,1000-1250Wh,500-1500Wh,Nedodava
2023-03-17 07:00:00,497.38,1.45,747.0,435.04,2.88,1271.58,1.92,236.42,1.85,235.11,2.09,235.88,1160.83,-138.08,1.25,449.57,1.0,685.44,NormalMode,Normal,1.88,-2.97,70.67,,0.83,0.83,1009.68,0.0,0.0,0.75,86.18,IVELKO9,High,Normal,A<3,3<A<7,Low,Normal,Low,Neg Extremely Low,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,7,4,pracovní den,0.9,0.0,0.02,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-17 08:00:00,504.72,2.82,1449.42,422.73,5.24,2225.08,2.15,237.9,1.94,236.39,2.25,236.73,1185.25,-11.67,2.17,450.47,1.0,685.46,NormalMode,Normal,4.43,-2.45,61.58,,1.78,1.82,1009.96,0.0,0.0,1.5,165.63,IVELKO9,High,Normal,A<3,7<A<10,Low,Normal,Extremely Low,Nula,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,8,4,pracovní den,1.36,0.0,0.06,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-17 09:00:00,499.88,5.58,2818.17,407.85,8.94,3665.42,1.52,237.98,1.5,235.97,1.68,237.49,737.58,-21.83,3.52,451.82,1.0,685.52,NormalMode,Normal,7.12,-3.64,46.75,,6.38,6.97,1009.71,0.0,0.0,3.08,326.59,IVELKO9,Normal,Normal,3<A<7,7<A<10,Normal,High,Extremely Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,5-9,0,neprší,9,4,pracovní den,0.48,0.0,0.04,ne,ano,ne,<100 Wh,<500Wh,Nedodava
2023-03-17 10:00:00,542.04,3.28,1760.17,465.92,3.16,1435.83,2.27,238.29,1.28,236.52,1.34,237.62,745.83,-13.67,4.01,452.31,1.0,685.56,NormalMode,Normal,8.4,-3.3,44.0,,5.95,6.41,1009.59,0.0,0.0,4.17,445.94,IVELKO9,High,High,3<A<7,A<3,Extremely Low,Low,Extremely Low,Nula,5 až 10,-5 až 0,40-59,5-9,0,neprší,10,4,pracovní den,1.54,0.0,0.02,ne,ano,ne,<100 Wh,1500-2500Wh,Nedodava
2023-03-17 11:00:00,548.88,0.34,218.75,470.12,2.81,1325.08,3.09,239.28,1.88,237.96,2.12,239.83,1416.75,-29.33,5.54,453.85,1.0,685.58,NormalMode,Normal,9.32,-2.65,43.17,,6.66,7.28,1009.03,0.0,0.0,4.33,492.52,IVELKO9,High,High,A<3,3<A<7,Extremely Low,Normal,Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,5-9,0,neprší,11,4,pracovní den,0.57,0.0,0.08,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-17 12:00:00,565.2,0.31,203.42,479.56,0.25,133.58,1.12,239.23,1.08,238.66,1.2,239.74,280.92,-27.67,6.12,454.42,1.0,685.66,NormalMode,Normal,10.42,-2.03,42.0,,6.29,6.82,1008.44,0.0,0.0,4.33,512.2,IVELKO9,High,High,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,10 až 15,-5 až 0,40-59,5-9,0,neprší,12,4,pracovní den,0.94,0.0,0.0,ano,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-17 13:00:00,543.87,0.3,185.75,461.14,2.78,1297.83,2.31,240.55,2.07,239.17,2.33,240.12,1373.67,12.42,7.06,455.36,1.0,685.66,NormalMode,Normal,11.84,-1.88,38.83,,6.62,7.17,1007.7,0.0,0.0,3.92,462.52,IVELKO9,High,High,A<3,A<3,Extremely Low,Normal,Low,Neg Extremely Low,10 až 15,-5 až 0,20-39,5-9,0,neprší,13,4,pracovní den,0.62,0.0,0.1,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-17 14:00:00,523.42,1.1,359.75,450.56,0.33,131.83,1.13,240.86,1.07,239.3,1.88,240.89,424.33,-31.0,7.68,455.98,1.0,685.76,NormalMode,Normal,12.82,-1.52,37.17,,6.41,6.92,1007.2,0.0,0.0,3.25,382.53,IVELKO9,High,High,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,10 až 15,-5 až 0,20-39,5-9,0,neprší,14,4,pracovní den,1.61,0.0,0.02,ne,ano,ne,<100 Wh,1500-2500Wh,Nedodava
2023-03-17 15:00:00,434.22,4.69,2090.83,394.31,0.83,350.17,2.71,238.84,2.45,237.99,5.17,238.74,2309.0,-26.75,9.28,457.58,1.0,685.78,NormalMode,Normal,13.1,-1.57,36.58,,6.49,7.01,1006.66,0.0,0.0,2.25,240.57,IVELKO9,Normal,Normal,3<A<7,A<3,Normal,Extremely Low,Low,Nula,10 až 15,-5 až 0,20-39,5-9,0,neprší,15,4,pracovní den,0.92,0.0,0.1,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-17 16:00:00,355.19,0.72,219.75,401.09,0.3,126.17,1.22,237.63,1.2,236.34,1.42,235.78,450.83,-56.42,10.2,458.5,1.0,685.88,NormalMode,Normal,12.77,-2.12,35.92,,5.75,6.17,1006.35,0.0,0.0,1.0,97.24,IVELKO9,Extremely Low,Normal,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,10 až 15,-5 až 0,20-39,5-9,0,neprší,16,4,pracovní den,1.16,0.0,0.08,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-17 17:00:00,396.41,0.18,93.67,375.96,0.22,105.42,2.85,235.16,2.54,235.78,3.0,235.59,1849.08,-26.17,11.35,459.66,1.0,685.96,NormalMode,Normal,11.44,-2.81,37.25,,5.22,5.56,1006.1,0.0,0.0,0.0,27.27,IVELKO9,Normal,Normal,A<3,A<3,Extremely Low,Extremely Low,Low,Nula,10 až 15,-5 až 0,20-39,5-9,0,neprší,17,4,pracovní den,2.03,0.0,0.06,ne,ano,ne,<100 Wh,1500-2500Wh,Nedodava
2023-03-17 18:00:00,60.99,0.0,0.0,143.58,0.01,2.58,2.83,235.22,3.4,234.65,3.58,235.28,2212.42,-6.83,13.38,461.68,1.0,686.02,NormalMode,Normal,9.63,-3.24,40.5,,3.55,3.7,1006.16,0.0,0.0,0.0,1.5,IVELKO9,Nula,Extremely Low,Nula,Nula,Nula,Nula,Low,Nula,5 až 10,-5 až 0,20-39,2.5-5,0,neprší,18,4,pracovní den,2.29,0.0,0.04,ne,ano,ne,<100 Wh,1500-2500Wh,Nedodava
2023-03-17 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.66,237.02,2.96,236.75,3.31,236.52,2226.17,0.0,15.68,463.98,1.0,686.06,NormalMode,Normal,8.34,-3.5,43.33,,3.49,3.66,1006.38,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Low,Nula,5 až 10,-5 až 0,40-59,2.5-5,0,neprší,19,4,pracovní den,1.63,0.0,0.02,ne,ano,ne,<100 Wh,1500-2500Wh,Nedodava
2023-03-17 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.58,238.89,1.84,237.68,2.11,238.25,1010.75,-3.92,17.31,465.61,1.0,686.08,NormalMode,Normal,7.74,-3.91,43.92,,3.43,3.56,1006.13,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,5 až 10,-5 až 0,40-59,2.5-5,0,neprší,20,4,pracovní den,0.71,0.0,0.08,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-17 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.56,240.6,1.72,239.07,2.02,239.23,941.08,-7.83,18.02,466.32,1.0,686.16,NormalMode,Normal,7.07,-3.98,46.08,,3.32,3.38,1006.16,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,5 až 10,-5 až 0,40-59,2.5-5,0,neprší,21,4,pracovní den,1.21,0.0,0.0,ano,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-17 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.42,241.72,1.57,241.88,1.72,239.93,768.17,-3.42,19.22,467.52,1.0,686.16,NormalMode,Normal,6.16,-3.73,49.33,,1.73,1.73,1006.04,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,5 až 10,-5 až 0,40-59,0-2.5,0,neprší,22,4,pracovní den,0.6,0.0,0.08,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-03-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.84,239.23,1.95,240.42,1.98,238.99,1044.75,-14.25,19.82,468.12,1.0,686.24,NormalMode,Normal,4.97,-3.26,55.58,,0.67,0.67,1006.02,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,-5 až 0,40-59,0-2.5,0,neprší,23,4,pracovní den,0.68,0.0,0.7,ne,ano,ne,1000-1250Wh,500-1500Wh,Nedodava
2023-03-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1244.5,1.71,468.8,1.0,686.94,IdleMode,Normal,4.04,-3.08,60.17,,0.46,0.46,1006.1,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Low,0 až 5,-5 až 0,40-59,0-2.5,0,neprší,0,5,víkend,0.0,0.0,0.9,ne,ne,ne,1000-1250Wh,Vypnuto,Nedodava
2023-03-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1232.0,0.0,468.8,1.0,687.84,IdleMode,Normal,3.52,-2.93,63.0,,0.64,0.64,1006.1,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Nula,Neg Extremely Low,0 až 5,-5 až 0,60-79,0-2.5,0,neprší,1,5,víkend,0.0,0.0,1.56,ne,ne,ne,1250Wh-2000Wh,Vypnuto,Nedodava
