timestamp,PV1 voltage (V),PV1 current (A),PV1 input power(W),PV2 voltage (V),PV2 current (A),PV2 input power(W),AC current R(A),AC voltage R(V),AC current S(A),AC voltage S(V),AC current T(A),AC voltage T(V),output power(W),feed-in power(W),daily yield(kWh),total yield(kWh),feed-in energy(kWh),consume energy(kWh),Inverter Status,Battery operating status,Temperature_C,Dew_Point_C,Humidity_%,Wind,Speed_kmh,Gust_kmh,Pressure_hPa,Precip_Rate_mm,Precip_Accum_mm,UV,Solar_w/m2,dataset,PV1_voltage_(V)_cat,PV2_voltage_(V)_cat,PV1_current_(A)_cat,PV2_current_(A)_cat,PV1_input_power(W)_cat,PV2_input_power(W)_cat,output_power(W)_cat,feed-in_power(W)_cat,Temperature_cat,Dew_Point_C_cat,Humidity_%_cat,Speed_kmh_cat,Precip_Rate_mm_cat,prší?,hour,day_of_week,is_workday,hourly_yield,hourly_feed_in_energy,hourly_consumed,sobestacnost,system_pracuje,pretok,h_spotreba_cat,h_yield_cat,h_feedin_cat
2023-04-26 08:00:00,502.88,4.18,2114.33,405.92,8.29,3386.75,2.48,242.1,2.29,241.75,2.62,243.34,1632.92,11.42,5.79,1214.59,4.05,1035.79,NormalMode,Normal,5.92,1.47,73.25,,4.65,4.88,1006.46,0.0,0.0,2.5,272.28,IVELKO9,High,Normal,3<A<7,7<A<10,Normal,High,Low,Nula,5 až 10,0 až 5,60-79,5-9,0,neprší,8,2,pracovní den,2.6,0.05,0.04,ne,ano,ano,<100 Wh,2500-4000Wh,<500Wh
2023-04-26 09:00:00,490.05,5.43,2693.5,400.08,8.12,3262.75,2.92,242.16,2.68,241.41,9.12,243.51,3458.0,-26.67,8.39,1217.19,4.1,1035.83,NormalMode,Normal,6.84,0.73,65.33,,6.14,6.57,1006.52,0.0,0.0,3.58,476.5,IVELKO9,Normal,Normal,3<A<7,10<A<15.4,High,Very High,Normal,Neg Extremely Low,5 až 10,0 až 5,60-79,5-9,0,neprší,9,2,pracovní den,2.17,0.0,0.1,ne,ano,ne,<100 Wh,1500-2500Wh,Nedodava
2023-04-26 10:00:00,500.25,4.76,2419.08,431.86,3.46,1493.25,1.84,242.05,1.74,241.64,2.18,242.65,1076.92,-18.33,10.56,1219.36,4.1,1035.93,NormalMode,Normal,7.68,-0.62,56.08,,7.28,7.84,1006.77,0.0,0.0,4.58,595.25,IVELKO9,High,Normal,A<3,A<3,Low,Low,Low,Nula,5 až 10,-5 až 0,40-59,5-9,0,neprší,10,2,pracovní den,1.09,0.0,0.01,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-26 11:00:00,501.9,1.34,586.33,463.47,0.63,289.42,1.71,242.45,1.09,242.03,2.59,243.73,805.67,-49.75,11.65,1220.45,4.1,1035.94,NormalMode,Normal,7.66,-0.57,56.33,,5.91,6.26,1006.97,0.0,0.0,3.75,377.44,IVELKO9,High,High,A<3,Nula,Extremely Low,Nula,Extremely Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,5-9,0,neprší,11,2,pracovní den,1.24,0.0,0.09,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-26 12:00:00,494.09,1.68,789.5,433.72,1.73,769.42,4.03,241.85,1.81,241.65,2.14,243.75,1701.92,-11.42,12.89,1221.69,4.1,1036.03,NormalMode,Normal,8.39,-0.74,53.08,,7.55,8.17,1006.83,0.0,0.0,4.92,523.93,IVELKO9,High,High,A<3,A<3,Low,Low,Low,Nula,5 až 10,-5 až 0,40-59,5-9,0,neprší,12,2,pracovní den,1.43,0.02,0.03,ne,ano,ano,<100 Wh,500-1500Wh,<500Wh
2023-04-26 13:00:00,553.12,1.19,667.58,467.48,0.71,331.0,1.46,241.07,1.37,240.6,1.72,242.72,692.17,-39.92,14.32,1223.12,4.12,1036.06,NormalMode,Normal,8.26,-0.89,53.08,,6.54,6.97,1006.88,0.0,0.0,4.83,554.31,IVELKO9,High,High,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,5-9,0,neprší,13,2,pracovní den,0.52,0.08,0.08,ne,ano,ano,<100 Wh,500-1500Wh,<500Wh
2023-04-26 14:00:00,556.62,1.24,711.0,471.25,0.5,251.0,1.65,242.02,1.57,241.47,2.24,242.88,897.5,35.0,14.85,1223.65,4.2,1036.13,NormalMode,Normal,9.05,-2.25,45.58,,6.4,6.81,1006.77,0.0,0.0,4.0,437.88,IVELKO9,High,High,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,5-9,0,neprší,14,2,pracovní den,1.21,0.0,0.03,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-26 15:00:00,506.07,1.2,566.69,452.39,0.78,333.0,1.58,241.91,1.51,241.1,2.32,242.97,910.85,-15.77,16.06,1224.86,4.2,1036.16,NormalMode,Normal,9.72,-2.24,43.62,,6.24,6.67,1006.85,0.0,0.0,3.62,434.56,IVELKO9,High,High,A<3,Nula,Extremely Low,Nula,Extremely Low,Nula,5 až 10,-5 až 0,40-59,5-9,0,neprší,15,2,pracovní den,0.44,0.0,0.07,ne,ano,ne,<100 Wh,<500Wh,Nedodava
2023-04-26 16:00:00,505.82,1.28,537.08,467.66,0.31,156.0,1.53,243.26,1.42,241.45,1.52,241.47,647.42,12.33,16.5,1225.3,4.2,1036.23,NormalMode,Normal,9.7,-2.38,43.17,,6.69,7.13,1006.77,0.0,0.0,3.0,372.98,IVELKO9,High,High,A<3,Nula,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,5-9,0,neprší,16,2,pracovní den,1.04,0.0,0.05,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-26 17:00:00,452.34,1.74,772.0,445.61,0.44,192.42,1.81,239.4,1.68,237.43,1.9,237.85,945.33,-36.17,17.54,1226.34,4.2,1036.28,NormalMode,Normal,10.1,-2.5,41.45,,6.48,6.98,1006.8,0.0,0.0,2.27,289.52,IVELKO9,Normal,High,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,5-9,0,neprší,17,2,pracovní den,0.67,0.0,0.05,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-26 18:00:00,428.12,1.11,471.83,396.83,0.72,304.33,1.55,239.3,1.12,239.09,1.31,239.89,481.0,-10.42,18.21,1227.01,4.2,1036.33,NormalMode,Normal,9.78,-2.37,42.83,,5.31,5.6,1007.0,0.0,0.0,1.08,122.93,IVELKO9,Normal,Normal,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Nula,5 až 10,-5 až 0,40-59,5-9,0,neprší,18,2,pracovní den,1.06,0.0,0.03,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-26 19:00:00,417.64,0.3,147.92,360.33,0.21,89.75,2.28,238.07,2.13,238.06,2.4,239.85,1427.58,-21.0,19.27,1228.07,4.2,1036.36,NormalMode,Normal,9.0,-2.38,45.17,,3.66,3.82,1007.2,0.0,0.0,0.0,35.1,IVELKO9,Normal,Normal,A<3,A<3,Extremely Low,Extremely Low,Low,Nula,5 až 10,-5 až 0,40-59,2.5-5,0,neprší,19,2,pracovní den,0.96,0.0,0.08,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-26 20:00:00,61.18,0.01,1.92,182.78,0.0,0.0,1.12,237.25,1.27,236.29,1.43,237.99,502.92,-24.92,20.22,1229.02,4.2,1036.43,NormalMode,Normal,6.89,-1.62,55.25,,0.51,0.51,1007.73,0.0,0.0,0.0,2.13,IVELKO9,Nula,Extremely Low,Nula,Nula,Nula,Nula,Extremely Low,Neg Extremely Low,5 až 10,-5 až 0,40-59,0-2.5,0,neprší,20,2,pracovní den,0.81,0.0,0.0,ano,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-26 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.96,237.98,2.07,237.07,2.28,238.0,1264.75,-3.42,21.03,1229.83,4.2,1036.43,NormalMode,Normal,4.62,0.12,72.67,,0.0,0.0,1008.19,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Low,Nula,0 až 5,0 až 5,60-79,0-2.5,0,neprší,21,2,pracovní den,1.0,0.0,0.09,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-26 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.12,239.16,1.18,239.28,1.26,238.31,399.67,-14.33,22.02,1230.83,4.2,1036.52,NormalMode,Normal,4.04,0.68,79.08,,0.0,0.0,1008.5,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,60-79,0-2.5,0,neprší,22,2,pracovní den,0.6,0.0,0.01,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-26 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.88,238.3,1.98,239.55,1.93,238.34,1074.08,-7.58,22.63,1231.43,4.2,1036.53,NormalMode,Normal,3.52,0.86,83.0,,0.0,0.0,1008.84,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,23,2,pracovní den,1.21,0.0,0.06,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.43,239.98,1.52,241.28,1.63,242.0,724.83,-11.5,0.44,1232.64,4.2,1036.59,NormalMode,Normal,3.37,0.92,84.0,,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,0,3,pracovní den,0.5,0.0,0.04,ne,ano,ne,<100 Wh,<500Wh,Nedodava
2023-04-27 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.71,239.12,1.69,240.03,1.75,240.38,880.83,0.0,0.94,1233.14,4.2,1036.63,NormalMode,Normal,3.67,1.32,85.0,,0.0,0.0,1009.31,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,1,3,pracovní den,1.24,0.0,0.02,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.64,240.04,1.91,241.86,1.84,241.87,970.75,-7.25,2.18,1234.38,4.2,1036.65,NormalMode,Normal,3.51,1.48,86.67,,0.0,0.0,1009.2,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,2,3,pracovní den,0.54,0.0,0.08,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.42,241.84,1.4,241.54,1.54,242.11,640.83,-13.92,2.72,1234.92,4.2,1036.73,NormalMode,Normal,3.45,1.8,88.75,,0.0,0.0,1009.23,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,3,3,pracovní den,1.22,0.0,0.0,ano,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.88,240.76,1.89,241.02,2.32,242.13,1201.5,0.0,3.94,1236.14,4.2,1036.73,NormalMode,Normal,3.41,1.53,87.5,,0.0,0.0,1009.45,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,4,3,pracovní den,0.58,0.0,0.11,ne,ano,ne,1000-1250Wh,500-1500Wh,Nedodava
2023-04-27 05:00:00,44.82,0.01,4.5,218.62,0.01,4.75,1.08,238.98,1.03,239.96,1.18,240.54,218.58,-79.83,4.52,1236.72,4.2,1036.84,NormalMode,Normal,3.15,1.68,90.25,,0.0,0.0,1009.59,0.0,0.0,0.0,1.33,IVELKO9,Nula,Extremely Low,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,5,3,pracovní den,0.22,0.0,0.83,ne,ano,ne,1000-1250Wh,<500Wh,Nedodava
2023-04-27 06:00:00,459.89,0.47,244.08,396.53,0.52,239.83,1.14,235.44,1.12,235.98,1.15,235.98,332.83,-1097.33,4.74,1236.94,4.2,1037.67,NormalMode,Normal,3.82,2.19,89.42,,0.0,0.0,1009.99,0.0,0.0,0.17,35.88,IVELKO9,Normal,Normal,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Low,0 až 5,0 až 5,80-99,0-2.5,0,neprší,6,3,pracovní den,0.33,0.0,0.36,ne,ano,ne,1000-1250Wh,<500Wh,Nedodava
2023-04-27 07:00:00,489.09,1.56,795.75,419.08,2.97,1277.42,1.11,238.74,1.04,239.37,1.17,239.44,248.33,-25.67,5.07,1237.27,4.2,1038.03,NormalMode,Normal,5.58,2.15,79.0,,0.0,0.0,1010.5,0.0,0.0,1.08,122.39,IVELKO9,Normal,Normal,A<3,A<3,Low,Low,Extremely Low,Nula,5 až 10,0 až 5,60-79,0-2.5,0,neprší,7,3,pracovní den,1.31,0.0,0.09,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 08:00:00,493.73,2.88,1456.0,410.56,4.88,2022.42,4.02,240.15,3.63,241.1,3.89,241.62,2661.08,-7.58,6.38,1238.58,4.2,1038.12,NormalMode,Normal,8.16,1.81,64.67,,0.39,0.39,1010.64,0.0,0.0,2.33,289.31,IVELKO9,High,Normal,A<3,3<A<7,Low,Normal,Normal,Nula,5 až 10,0 až 5,60-79,0-2.5,0,neprší,8,3,pracovní den,2.81,0.0,0.01,ne,ano,ne,<100 Wh,2500-4000Wh,Nedodava
2023-04-27 09:00:00,490.51,4.46,2215.0,403.75,6.18,2510.92,3.32,240.01,3.07,239.58,3.48,241.92,2256.25,-16.25,9.18,1241.38,4.2,1038.13,NormalMode,Normal,9.06,0.99,57.33,,1.39,1.39,1010.5,0.0,0.0,3.25,397.61,IVELKO9,Normal,Normal,3<A<7,3<A<7,Normal,Normal,Low,Nula,5 až 10,0 až 5,40-59,0-2.5,0,neprší,9,3,pracovní den,1.82,0.01,0.1,ne,ano,ano,<100 Wh,1500-2500Wh,<500Wh
2023-04-27 10:00:00,481.79,6.21,3011.42,399.42,7.79,3124.08,2.29,239.74,2.22,240.24,2.47,241.4,1417.42,-30.75,11.0,1243.2,4.21,1038.23,NormalMode,Normal,10.06,0.43,51.67,,1.72,1.73,1010.84,0.0,0.0,4.0,516.21,IVELKO9,Normal,Normal,3<A<7,3<A<7,High,High,Low,Nula,10 až 15,0 až 5,40-59,0-2.5,0,neprší,10,3,pracovní den,0.65,0.09,0.0,ano,ano,ano,<100 Wh,500-1500Wh,<500Wh
2023-04-27 11:00:00,526.02,2.27,1203.25,447.04,1.42,604.75,1.42,240.47,1.38,241.03,1.56,242.16,603.33,-14.17,11.65,1243.85,4.3,1038.23,NormalMode,Normal,10.07,0.3,51.0,,3.35,3.47,1010.67,0.0,0.0,5.17,512.99,IVELKO9,High,High,3<A<7,A<3,Normal,Normal,Extremely Low,Nula,10 až 15,0 až 5,40-59,2.5-5,0,neprší,11,3,pracovní den,1.01,0.0,0.1,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 12:00:00,503.29,1.05,533.08,454.12,0.82,364.0,1.48,239.92,1.38,240.38,2.25,242.2,823.75,-46.33,12.66,1244.86,4.3,1038.33,NormalMode,Normal,10.93,0.08,47.42,,2.86,2.94,1010.53,0.0,0.0,5.75,752.07,IVELKO9,High,High,A<3,A<3,Extremely Low,Nula,Extremely Low,Neg Extremely Low,10 až 15,0 až 5,40-59,0-2.5,0,neprší,12,3,pracovní den,0.46,0.0,0.02,ne,ano,ne,<100 Wh,<500Wh,Nedodava
2023-04-27 13:00:00,560.05,0.19,119.67,466.49,0.28,147.67,1.1,242.02,1.08,241.28,1.18,242.55,249.0,-20.83,13.12,1245.32,4.3,1038.35,NormalMode,Normal,11.54,-0.87,42.58,,3.81,4.0,1010.24,0.0,0.0,6.33,720.7,IVELKO9,High,High,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,10 až 15,-5 až 0,40-59,2.5-5,0,neprší,13,3,pracovní den,0.41,0.0,0.08,ne,ano,ne,<100 Wh,<500Wh,Nedodava
2023-04-27 14:00:00,547.2,1.26,695.33,461.17,0.6,294.5,1.62,242.17,1.51,241.47,2.41,243.28,930.25,-14.75,13.52,1245.72,4.3,1038.43,NormalMode,Normal,12.14,-1.02,40.42,,4.24,4.45,1010.27,0.0,0.0,5.25,637.23,IVELKO9,High,High,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Nula,10 až 15,-5 až 0,20-39,2.5-5,0,neprší,14,3,pracovní den,1.4,0.0,0.04,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 15:00:00,500.67,2.45,1033.83,459.48,0.68,290.33,1.45,241.7,1.36,241.16,2.95,243.57,984.17,-2.33,14.92,1247.12,4.3,1038.47,NormalMode,Normal,12.68,-1.11,38.83,,5.24,5.56,1010.19,0.0,0.0,4.58,595.46,IVELKO9,High,High,A<3,Nula,Extremely Low,Nula,Extremely Low,Neg Extremely Low,10 až 15,-5 až 0,20-39,2.5-5,0,neprší,15,3,pracovní den,0.95,0.0,0.06,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 16:00:00,480.05,3.1,1331.5,444.82,0.55,240.67,1.64,238.16,1.31,237.81,4.87,238.21,1470.83,-38.42,15.88,1248.08,4.3,1038.53,NormalMode,Normal,13.34,-1.04,37.33,,4.22,4.45,1009.82,0.0,0.0,3.25,399.78,IVELKO9,High,High,3<A<7,A<3,Normal,Extremely Low,Low,Neg Extremely Low,10 až 15,-5 až 0,20-39,2.5-5,0,neprší,16,3,pracovní den,1.22,0.06,0.05,ne,ano,ano,<100 Wh,500-1500Wh,<500Wh
2023-04-27 17:00:00,423.0,1.8,746.75,450.82,0.19,91.83,1.67,238.58,1.53,238.07,1.64,237.58,791.83,-71.25,17.1,1249.3,4.36,1038.58,NormalMode,Normal,13.71,-1.17,36.0,,2.29,2.32,1009.51,0.0,0.0,2.33,245.49,IVELKO9,Normal,High,A<3,Nula,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,10 až 15,-5 až 0,20-39,0-2.5,0,neprší,17,3,pracovní den,0.52,0.04,0.05,ne,ano,ano,<100 Wh,500-1500Wh,<500Wh
2023-04-27 18:00:00,466.73,0.79,358.58,430.92,0.38,170.08,1.92,237.14,1.12,237.82,1.17,238.58,527.92,-39.08,17.62,1249.82,4.4,1038.63,NormalMode,Normal,13.84,-1.08,35.92,,1.42,1.45,1009.42,0.0,0.0,1.17,122.96,IVELKO9,High,High,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Nula,10 až 15,-5 až 0,20-39,0-2.5,0,neprší,18,3,pracovní den,0.91,0.0,0.06,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 19:00:00,370.73,0.41,166.83,370.04,0.28,123.08,3.02,238.31,1.98,237.97,2.42,238.22,1542.42,-23.0,18.53,1250.73,4.4,1038.69,NormalMode,Normal,12.85,-0.97,38.92,,0.32,0.32,1009.45,0.0,0.0,0.17,40.28,IVELKO9,Low,Normal,A<3,A<3,Extremely Low,Extremely Low,Low,Nula,10 až 15,-5 až 0,20-39,0-2.5,0,neprší,19,3,pracovní den,1.11,0.0,0.04,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 20:00:00,75.85,0.0,0.0,196.92,0.01,2.38,1.18,236.1,1.74,237.22,2.22,237.96,835.15,-23.85,19.64,1251.84,4.4,1038.73,NormalMode,Normal,9.25,0.62,55.31,,0.0,0.0,1009.56,0.0,0.0,0.0,2.22,IVELKO9,Nula,Extremely Low,Nula,Nula,Nula,Nula,Extremely Low,Nula,5 až 10,0 až 5,40-59,0-2.5,0,neprší,20,3,pracovní den,0.75,0.0,0.03,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.82,237.02,1.87,237.27,2.36,238.33,1158.42,-34.17,20.39,1252.59,4.4,1038.76,NormalMode,Normal,7.13,0.81,64.5,,0.04,0.04,1010.22,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,5 až 10,0 až 5,60-79,0-2.5,0,neprší,21,3,pracovní den,1.03,0.0,0.07,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-27 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.2,237.89,1.25,238.47,1.34,238.23,468.42,-3.58,21.42,1253.62,4.4,1038.83,NormalMode,Normal,5.33,1.09,74.5,,0.0,0.0,1010.42,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,60-79,0-2.5,0,neprší,22,3,pracovní den,0.42,0.0,0.0,ano,ano,ne,<100 Wh,<500Wh,Nedodava
2023-04-27 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.55,238.43,1.54,239.92,1.61,239.48,737.58,0.0,21.84,1254.04,4.4,1038.83,NormalMode,Normal,3.91,0.88,80.92,,0.0,0.0,1010.22,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,23,3,pracovní den,1.18,0.0,0.1,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.65,239.3,1.73,239.59,1.87,240.87,939.33,-14.17,2.4,1255.23,4.4,1038.93,NormalMode,Normal,3.59,0.7,81.67,,0.0,0.0,1009.91,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,0,4,pracovní den,0.54,0.0,0.0,ano,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-28 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.3,240.08,1.3,239.11,1.42,241.2,536.67,-4.17,1.07,1255.77,4.4,1038.93,NormalMode,Normal,4.22,0.8,78.92,,0.0,0.0,1009.68,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,60-79,0-2.5,0,neprší,1,4,pracovní den,1.15,0.0,0.07,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-28 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.92,240.7,2.03,239.45,2.1,241.82,1193.75,-7.67,2.22,1256.92,4.4,1039.0,NormalMode,Normal,3.95,0.85,80.5,,0.0,0.0,1009.54,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,2,4,pracovní den,0.62,0.0,0.03,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-28 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.11,240.82,1.12,240.41,1.18,242.51,343.58,-16.25,2.84,1257.54,4.4,1039.03,NormalMode,Normal,4.08,1.0,80.67,,0.04,0.04,1009.34,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,3,4,pracovní den,1.01,0.0,0.03,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-28 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.28,239.62,2.33,240.13,2.52,240.95,1514.25,-6.92,3.85,1258.55,4.4,1039.06,NormalMode,Normal,3.83,0.99,82.0,,0.28,0.28,1008.89,0.0,0.0,0.0,0.0,IVELKO9,Nula,Nula,Nula,Nula,Nula,Nula,Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,4,4,pracovní den,0.87,0.0,0.08,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-28 05:00:00,30.52,0.01,5.0,196.07,0.02,6.5,1.07,238.87,1.07,237.81,1.13,239.17,226.08,-91.83,4.72,1259.42,4.4,1039.14,NormalMode,Normal,3.57,0.96,82.92,,0.33,0.33,1008.97,0.0,0.0,0.0,1.58,IVELKO9,Nula,Extremely Low,Nula,Nula,Nula,Nula,Extremely Low,Nula,0 až 5,0 až 5,80-99,0-2.5,0,neprší,5,4,pracovní den,0.24,0.0,0.62,ne,ano,ne,1000-1250Wh,<500Wh,Nedodava
2023-04-28 06:00:00,468.4,0.58,291.08,381.12,0.72,315.25,1.29,237.32,1.26,238.31,1.6,237.78,555.92,-959.83,4.96,1259.66,4.4,1039.76,NormalMode,Normal,4.09,1.12,81.17,,0.7,0.71,1008.75,0.0,0.0,0.17,39.25,IVELKO9,Normal,Normal,A<3,A<3,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,0 až 5,0 až 5,80-99,0-2.5,0,neprší,6,4,pracovní den,0.52,0.0,0.4,ne,ano,ne,1000-1250Wh,500-1500Wh,Nedodava
2023-04-28 07:00:00,477.15,1.47,716.42,419.73,2.14,921.83,1.14,239.28,1.14,240.01,1.28,240.92,357.25,-10.67,5.48,1260.18,4.4,1040.16,NormalMode,Normal,5.7,1.98,77.42,,1.02,1.02,1008.5,0.0,0.0,1.0,103.3,IVELKO9,Normal,Normal,A<3,A<3,Low,Extremely Low,Extremely Low,Nula,5 až 10,0 až 5,60-79,0-2.5,0,neprší,7,4,pracovní den,0.59,0.0,0.07,ne,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-28 08:00:00,502.8,3.57,1818.5,411.82,6.88,2846.08,2.12,239.62,1.96,240.19,2.27,241.61,1238.0,-14.0,6.07,1260.77,4.4,1040.23,NormalMode,Normal,9.7,2.82,62.75,,1.64,1.65,1008.13,0.0,0.0,2.58,272.66,IVELKO9,High,Normal,3<A<7,7<A<10,Normal,High,Low,Nula,10 až 15,0 až 5,60-79,0-2.5,0,neprší,8,4,pracovní den,0.82,0.0,0.0,ano,ano,ne,<100 Wh,500-1500Wh,Nedodava
2023-04-28 09:00:00,502.85,5.39,2720.08,409.86,8.08,3256.25,1.12,240.68,1.06,240.85,1.18,241.35,257.0,-15.92,6.88,1261.58,4.4,1040.23,NormalMode,Normal,13.24,3.14,50.67,,3.28,3.36,1007.76,0.0,0.0,4.25,444.67,IVELKO9,High,Normal,3<A<7,7<A<10,Normal,High,Extremely Low,Nula,10 až 15,0 až 5,40-59,2.5-5,0,neprší,9,4,pracovní den,0.27,0.0,0.08,ne,ano,ne,<100 Wh,<500Wh,Nedodava
2023-04-28 10:00:00,555.88,0.38,238.25,467.21,0.17,100.75,1.11,241.38,1.08,241.18,1.18,241.97,247.33,-26.33,7.15,1261.85,4.4,1040.31,NormalMode,Normal,14.97,3.48,46.58,,4.96,5.26,1007.22,0.0,0.0,5.83,597.67,IVELKO9,High,High,A<3,Nula,Extremely Low,Extremely Low,Extremely Low,Neg Extremely Low,10 až 15,0 až 5,40-59,2.5-5,0,neprší,10,4,pracovní den,0.4,0.0,0.02,ne,ano,ne,<100 Wh,<500Wh,Nedodava
