Rok;Mesic;Den;Hodnota;
2013;02;25;0;
2013;02;26;1.9;
2013;02;27;0;
2013;02;28;0;
2013;03;1;0;
2013;03;2;9.1;
2013;03;3;.2;
2013;03;4;10.2;
2013;03;5;10.4;
2013;03;6;9.2;
2013;03;7;0;
2013;03;8;0;
2013;03;9;0;
2013;03;10;2.4;
2013;03;11;0;
2013;03;12;0;
2013;03;13;0;
2013;03;14;8.9;
2013;03;15;2.7;
2013;03;16;10.9;
2013;03;17;10;
2013;03;18;3.6;
2013;03;19;.2;
2013;03;20;10.7;
2013;03;21;.1;
2013;03;22;1.3;
2013;03;23;10.1;
2013;03;24;11.1;
2013;03;25;.9;
2013;03;26;0;
2013;03;27;0;
2013;03;28;0;
2013;03;29;2.1;
2013;03;30;5.6;
2013;03;31;0;
2013;04;1;4;
2013;04;2;1.7;
2013;04;3;.1;
2013;04;4;0;
2013;04;5;0;
2013;04;6;0;
2013;04;7;0;
2013;04;8;10.7;
2013;04;9;2.6;
2013;04;10;1.9;
2013;04;11;.4;
2013;04;12;1.2;
2013;04;13;5.1;
2013;04;14;9.6;
2013;04;15;12.1;
2013;04;16;3.4;
2013;04;17;7.3;
2013;04;18;11.3;
2013;04;19;0;
2013;04;20;0;
2013;04;21;11.8;
2013;04;22;8.6;
2013;04;23;8.1;
2013;04;24;12.4;
2013;04;25;11.2;
2013;04;26;12.3;
2013;04;27;3.4;
2013;04;28;0;
2013;04;29;0;
2013;04;30;3.5;
2013;05;1;2.1;
2013;05;2;.1;
2013;05;3;0;
2013;05;4;5.6;
2013;05;5;6.1;
2013;05;6;.7;
2013;05;7;3.7;
2013;05;8;8.2;
2013;05;9;9;
2013;05;10;0;
2013;05;11;.7;
