#OPEN_EXPORT: 2023.05.05.1207
#Datum vytvoøení souboru: 14.02.2024 23:16
#Stažením publikovaných dat souhlasíte s podmínkami užití tìchto dat.

METADATA
Stanice ID;Jméno stanice;Zaèátek mìøení;Konec mìøení;Zemìpisná délka;Zemìpisná šíøka;Nadmoøská výška
P1PKAR01;Praha, Karlov;01.01.1961;31.12.2002;14.4186;50.0675;260.5
P1PKAR01;Praha, Karlov;01.01.2003;31.12.2023;14.427778;50.069167;260.5

PØÍSTROJE
Pøístroj;Zaèátek mìøení;Konec mìøení;Výška pøístroje [m]
Pyranometr;01.01.1984;31.12.2023;1.5

PRVEK
Denní úhrn globálního záøení [RGLB_D.SUM, kJ/m2]

Popis:
Hodnota - hodnota prvku
Pøíznak - rozšiøující informace o hodnotì

DATA
Rok;Mìsíc;Den;Hodnota;Pøíznak
1991;12;13;3013;
1991;12;14;4223;
1991;12;15;4046;
1991;12;16;4352;
1991;12;17;2614;
1991;12;18;778;
1991;12;19;1073;
1991;12;20;1699;
1991;12;21;2848;
1991;12;22;1912;
1991;12;23;846;
1991;12;24;1800;
1991;12;25;2020;
1991;12;26;648;
1991;12;27;457;
1991;12;28;3420;
1991;12;29;1908;
1991;12;30;2088;
1991;12;31;1440;
1992;01;1;3460;
1992;01;2;4399;
1992;01;3;4518;
1992;01;4;3344;
1992;01;5;1541;
1992;01;6;968;
1992;01;7;3848;
1992;01;8;2369;
1992;01;9;1912;
1992;01;10;1066;
1992;01;11;896;
1992;01;12;1696;
1992;01;13;2664;
1992;01;14;1408;
1992;01;15;1008;
1992;01;16;1008;
1992;01;17;2574;
1992;01;18;684;
1992;01;19;893;
1992;01;20;4100;
1992;01;21;5497;
1992;01;22;4720;
1992;01;23;1584;
1992;01;24;1033;
1992;01;25;3269;
1992;01;26;2686;
1992;01;27;925;
1992;01;28;4637;
1992;01;29;4910;
1992;01;30;2329;
1992;01;31;5670;
1992;02;1;2192;
1992;02;2;4273;
1992;02;3;1296;
1992;02;4;1854;
1992;02;5;2066;
1992;02;6;1217;
1992;02;7;1134;
1992;02;8;3460;
1992;02;9;2891;
1992;02;10;3967;
1992;02;11;3852;
1992;02;12;3406;
1992;02;13;5890;
1992;02;14;5238;
1992;02;15;3398;
1992;02;16;6426;
1992;02;17;3683;
1992;02;18;6512;
1992;02;19;4349;
1992;02;20;7168;
1992;02;21;1573;
1992;02;22;2225;
1992;02;23;1264;
1992;02;24;10390;
1992;02;25;8496;
1992;02;26;6707;
1992;02;27;7679;
1992;02;28;7250;
1992;02;29;9414;
1992;03;1;8827;
1992;03;2;8514;
1992;03;3;6516;
1992;03;4;12370;
1992;03;5;12038;
1992;03;6;6682;
1992;03;7;1562;
1992;03;8;12658;
1992;03;9;12449;
1992;03;10;13115;
1992;03;11;9472;
1992;03;12;6358;
1992;03;13;4946;
1992;03;14;12809;
1992;03;15;9652;
1992;03;16;9122;
1992;03;17;11077;
1992;03;18;6937;
1992;03;19;13979;
1992;03;20;3614;
1992;03;21;7045;
1992;03;22;7740;
1992;03;23;9180;
1992;03;24;1278;
1992;03;25;5004;
1992;03;26;6732;
1992;03;27;3668;
1992;03;28;8885;
1992;03;29;9623;
1992;03;30;16034;
1992;03;31;13910;
1992;04;1;7427;
1992;04;2;14497;
1992;04;3;10328;
1992;04;4;9198;
1992;04;5;2560;
1992;04;6;13190;
1992;04;7;17118;
1992;04;8;10976;
1992;04;9;16783;
1992;04;10;18940;
1992;04;11;17262;
1992;04;12;15977;
1992;04;13;9518;
1992;04;14;13475;
1992;04;15;10951;
1992;04;16;12103;
1992;04;17;13295;
1992;04;18;15412;
1992;04;19;11387;
1992;04;20;17237;
1992;04;21;21834;
1992;04;22;16016;
1992;04;23;8068;
1992;04;24;15685;
1992;04;25;21899;
1992;04;26;14040;
1992;04;27;7708;
1992;04;28;19714;
1992;04;29;6055;
1992;04;30;14202;
1992;05;1;18050;
1992;05;2;14461;
1992;05;3;10382;
1992;05;4;19721;
1992;05;5;24214;
1992;05;6;23494;
1992;05;7;10570;
1992;05;8;15286;
1992;05;9;10966;
1992;05;10;15109;
1992;05;11;9788;
1992;05;12;23173;
1992;05;13;25610;
1992;05;14;25081;
1992;05;15;25567;
1992;05;16;26237;
1992;05;17;18320;
1992;05;18;27079;
1992;05;19;19886;
1992;05;20;21193;
1992;05;21;21758;
1992;05;22;25186;
1992;05;23;20650;
1992;05;24;26262;
1992;05;25;27328;
1992;05;26;27536;
1992;05;27;25780;
1992;05;28;27947;
1992;05;29;20358;
1992;05;30;21240;
1992;05;31;25992;
1992;06;1;19084;
1992;06;2;18976;
1992;06;3;14645;
1992;06;4;13540;
1992;06;5;22252;
1992;06;6;10796;
1992;06;7;14285;
1992;06;8;11099;
1992;06;9;14688;
1992;06;10;23850;
1992;06;11;22349;
1992;06;12;13640;
1992;06;13;21686;
1992;06;14;26784;
1992;06;15;17370;
1992;06;16;17734;
1992;06;17;17514;
1992;06;18;22489;
1992;06;19;21272;
1992;06;20;21971;
1992;06;21;19386;
1992;06;22;20225;
1992;06;23;12438;
1992;06;24;8003;
1992;06;25;15329;
1992;06;26;26636;
1992;06;27;25196;
1992;06;28;27731;
1992;06;29;27122;
1992;06;30;28361;
1992;07;1;27338;
1992;07;2;19613;
1992;07;3;20898;
1992;07;4;16121;
1992;07;5;5983;
1992;07;6;7715;
1992;07;7;5296;
1992;07;8;27385;
1992;07;9;28890;
1992;07;10;17651;
1992;07;11;8719;
1992;07;12;14454;
1992;07;13;19868;
1992;07;14;15710;
1992;07;15;22338;
1992;07;16;22630;
1992;07;17;25625;
1992;07;18;18774;
1992;07;19;23080;
1992;07;20;26320;
1992;07;21;25585;
1992;07;22;12892;
1992;07;23;18641;
1992;07;24;26309;
1992;07;25;19339;
1992;07;26;22835;
1992;07;27;23400;
1992;07;28;24725;
1992;07;29;24660;
1992;07;30;22907;
1992;07;31;8381;
1992;08;1;16830;
1992;08;2;19163;
1992;08;3;19768;
1992;08;4;14569;
1992;08;5;24944;
1992;08;6;24412;
1992;08;7;22482;
1992;08;8;22122;
1992;08;9;23098;
1992;08;10;20459;
1992;08;11;17568;
1992;08;12;20311;
1992;08;13;7873;
1992;08;14;5011;
1992;08;15;12301;
1992;08;16;20488;
1992;08;17;16582;
1992;08;18;13712;
1992;08;19;19368;
1992;08;20;14353;
1992;08;21;19858;
1992;08;22;14342;
1992;08;23;12499;
1992;08;24;17834;
1992;08;25;20164;
1992;08;26;14130;
1992;08;27;19836;
1992;08;28;19627;
1992;08;29;19346;
1992;08;30;13669;
1992;08;31;17651;
1992;09;1;6080;
1992;09;2;16866;
1992;09;3;7290;
1992;09;4;10811;
1992;09;5;4712;
1992;09;6;12355;
1992;09;7;15984;
1992;09;8;12726;
1992;09;9;17233;
1992;09;10;17449;
1992;09;11;15592;
1992;09;12;13111;
1992;09;13;13410;
1992;09;14;3402;
1992;09;15;11279;
1992;09;16;8086;
1992;09;17;16110;
1992;09;18;16200;
1992;09;19;15905;
1992;09;20;15062;
1992;09;21;14094;
1992;09;22;14915;
1992;09;23;13298;
1992;09;24;6232;
1992;09;25;10696;
1992;09;26;14126;
1992;09;27;14072;
1992;09;28;13399;
1992;09;29;7985;
1992;09;30;6538;
1992;10;1;5659;
1992;10;2;6214;
1992;10;3;11282;
1992;10;4;7661;
1992;10;5;3611;
1992;10;6;12269;
1992;10;7;2761;
1992;10;8;7477;
1992;10;9;1566;
1992;10;10;8813;
1992;10;11;11452;
1992;10;12;12204;
1992;10;13;11272;
1992;10;14;10804;
1992;10;15;8831;
1992;10;16;6793;
1992;10;17;1339;
1992;10;18;2999;
1992;10;19;10062;
1992;10;20;8834;
1992;10;21;3287;
1992;10;22;4331;
1992;10;23;5656;
1992;10;24;3229;
1992;10;25;4619;
1992;10;26;1883;
1992;10;27;4266;
1992;10;28;4180;
1992;10;29;2174;
1992;10;30;6800;
1992;10;31;846;
1992;11;1;2930;
1992;11;2;1192;
1992;11;3;3715;
1992;11;4;2470;
1992;11;5;2272;
1992;11;6;6095;
1992;11;7;6772;
1992;11;8;3805;
1992;11;9;5497;
1992;11;10;2909;
1992;11;11;2052;
1992;11;12;3589;
1992;11;13;4997;
1992;11;14;3985;
1992;11;15;3053;
1992;11;16;1058;
1992;11;17;2632;
1992;11;18;2380;
1992;11;19;2887;
1992;11;20;3964;
1992;11;21;3917;
1992;11;22;752;
1992;11;23;612;
1992;11;24;1584;
1992;11;25;1066;
1992;11;26;2164;
1992;11;27;3571;
1992;11;28;2585;
1992;11;29;3269;
1992;11;30;1166;
1992;12;1;1411;
1992;12;2;2761;
1992;12;3;886;
1992;12;4;3222;
1992;12;5;706;
1992;12;6;2102;
1992;12;7;3910;
1992;12;8;331;
1992;12;9;475;
1992;12;10;1055;
1992;12;11;691;
1992;12;12;1159;
1992;12;13;1372;
1992;12;14;598;
1992;12;15;4014;
1992;12;16;493;
1992;12;17;583;
1992;12;18;637;
1992;12;19;918;
1992;12;20;1786;
1992;12;21;662;
1992;12;22;1271;
1992;12;23;2408;
1992;12;24;3812;
1992;12;25;3478;
1992;12;26;3690;
1992;12;27;1912;
1992;12;28;4126;
1992;12;29;3830;
1992;12;30;828;
1992;12;31;2772;
1993;01;1;3013;
1993;01;2;4478;
1993;01;3;3841;
1993;01;4;4068;
1993;01;5;4406;
1993;01;6;1044;
1993;01;7;907;
1993;01;8;1246;
1993;01;9;4327;
1993;01;10;2016;
1993;01;11;1476;
1993;01;12;2621;
1993;01;13;4219;
1993;01;14;3614;
1993;01;15;3920;
1993;01;16;3326;
1993;01;17;4993;
1993;01;18;2923;
1993;01;19;2642;
1993;01;20;1534;
1993;01;21;2484;
1993;01;22;1998;
1993;01;23;3467;
1993;01;24;2898;
1993;01;25;3445;
1993;01;26;4410;
1993;01;27;3197;
1993;01;28;4831;
1993;01;29;2560;
1993;01;30;6682;
1993;01;31;5915;
1993;02;1;5893;
1993;02;2;6192;
1993;02;3;6196;
1993;02;4;5569;
1993;02;5;6502;
1993;02;6;1786;
1993;02;7;2351;
1993;02;8;2624;
1993;02;9;1436;
1993;02;10;3276;
1993;02;11;2264;
1993;02;12;2848;
1993;02;13;1220;
1993;02;14;2322;
1993;02;15;2052;
1993;02;16;5962;
1993;02;17;1490;
1993;02;18;5184;
1993;02;19;5386;
1993;02;20;8330;
1993;02;21;5623;
1993;02;22;8788;
1993;02;23;8154;
1993;02;24;2743;
1993;02;25;1976;
1993;02;26;7873;
1993;02;27;11012;
1993;02;28;10307;
1993;03;1;10523;
1993;03;2;10598;
1993;03;3;10465;
1993;03;4;6761;
1993;03;5;11102;
1993;03;6;3553;
1993;03;7;8212;
1993;03;8;7578;
1993;03;9;12949;
1993;03;10;12758;
1993;03;11;8158;
1993;03;12;11808;
1993;03;13;12773;
1993;03;14;12035;
1993;03;15;7607;
1993;03;16;12776;
1993;03;17;3204;
1993;03;18;10534;
1993;03;19;15923;
1993;03;20;14310;
1993;03;21;13568;
1993;03;22;8417;
1993;03;23;4410;
1993;03;24;8057;
1993;03;25;10804;
1993;03;26;10843;
1993;03;27;9565;
1993;03;28;7949;
1993;03;29;7938;
1993;03;30;11095;
1993;03;31;14231;
1993;04;1;15401;
1993;04;2;17417;
1993;04;3;13723;
1993;04;4;12186;
1993;04;5;8230;
1993;04;6;11437;
1993;04;7;6185;
1993;04;8;6444;
1993;04;9;6772;
1993;04;10;19462;
1993;04;11;20376;
1993;04;12;6800;
1993;04;13;7740;
1993;04;14;16668;
1993;04;15;16668;
1993;04;16;17118;
1993;04;17;16434;
1993;04;18;8806;
1993;04;19;3863;
1993;04;20;12229;
1993;04;21;19508;
1993;04;22;17662;
1993;04;23;20974;
1993;04;24;22604;
1993;04;25;18670;
1993;04;26;23144;
1993;04;27;23544;
1993;04;28;19642;
1993;04;29;22100;
1993;04;30;20578;
1993;05;1;21319;
1993;05;2;22892;
1993;05;3;14591;
1993;05;4;10670;
1993;05;5;8050;
1993;05;6;15041;
1993;05;7;18486;
1993;05;8;17219;
1993;05;9;23105;
1993;05;10;19552;
1993;05;11;23285;
1993;05;12;25736;
1993;05;13;23202;
1993;05;14;21910;
1993;05;15;16142;
1993;05;16;23994;
1993;05;17;26982;
1993;05;18;24750;
1993;05;19;18630;
1993;05;20;23198;
1993;05;21;18209;
1993;05;22;2574;
1993;05;23;3899;
1993;05;24;17842;
1993;05;25;25618;
1993;05;26;21352;
1993;05;27;15793;
1993;05;28;15332;
1993;05;29;24714;
1993;05;30;27392;
1993;05;31;19516;
1993;06;1;21244;
1993;06;2;27734;
1993;06;3;10645;
1993;06;4;18997;
1993;06;5;26240;
1993;06;6;24538;
1993;06;7;22442;
1993;06;8;19364;
1993;06;9;25078;
1993;06;10;26543;
1993;06;11;18371;
1993;06;12;3719;
1993;06;13;17622;
1993;06;14;15052;
1993;06;15;8514;
1993;06;16;23321;
1993;06;17;14540;
1993;06;18;12344;
1993;06;19;24815;
1993;06;20;13183;
1993;06;21;13565;
1993;06;22;22727;
1993;06;23;5440;
1993;06;24;20812;
1993;06;25;16402;
1993;06;26;22975;
1993;06;27;6257;
1993;06;28;9752;
1993;06;29;24703;
1993;06;30;23177;
1993;07;1;29092;
1993;07;2;29012;
1993;07;3;22759;
1993;07;4;22493;
1993;07;5;22000;
1993;07;6;13244;
1993;07;7;11902;
1993;07;8;23350;
1993;07;9;29070;
1993;07;10;18191;
1993;07;11;2912;
1993;07;12;16636;
1993;07;13;12445;
1993;07;14;18432;
1993;07;15;14702;
1993;07;16;9616;
1993;07;17;19166;
1993;07;18;18407;
1993;07;19;21629;
1993;07;20;16502;
1993;07;21;14728;
1993;07;22;16495;
1993;07;23;15142;
1993;07;24;15768;
1993;07;25;13907;
1993;07;26;21755;
1993;07;27;12042;
1993;07;28;16841;
1993;07;29;18137;
1993;07;30;24829;
1993;07;31;10328;
1993;08;1;23180;
1993;08;2;25535;
1993;08;3;23080;
1993;08;4;19048;
1993;08;5;19033;
1993;08;6;20509;
1993;08;7;26096;
1993;08;8;23098;
1993;08;9;17816;
1993;08;10;8086;
1993;08;11;17424;
1993;08;12;20758;
1993;08;13;18619;
1993;08;14;22680;
1993;08;15;22219;
1993;08;16;19998;
1993;08;17;12262;
1993;08;18;23260;
1993;08;19;20873;
1993;08;20;16394;
1993;08;21;10523;
1993;08;22;18875;
1993;08;23;5522;
1993;08;24;9886;
1993;08;25;14623;
1993;08;26;13172;
1993;08;27;16438;
1993;08;28;9662;
1993;08;29;17503;
1993;08;30;14760;
1993;08;31;5346;
1993;09;1;4266;
1993;09;2;11243;
1993;09;3;7668;
1993;09;4;6311;
1993;09;5;8784;
1993;09;6;16038;
1993;09;7;18238;
1993;09;8;10494;
1993;09;9;18374;
1993;09;10;5306;
1993;09;11;17143;
1993;09;12;7902;
1993;09;13;11437;
1993;09;14;6044;
1993;09;15;13417;
1993;09;16;13172;
1993;09;17;16088;
1993;09;18;15012;
1993;09;19;15782;
1993;09;20;7571;
1993;09;21;14206;
1993;09;22;13450;
1993;09;23;13694;
1993;09;24;13122;
1993;09;25;10534;
1993;09;26;3974;
1993;09;27;11196;
1993;09;28;9000;
1993;09;29;7927;
1993;09;30;9702;
1993;10;1;3834;
1993;10;2;9058;
1993;10;3;9623;
1993;10;4;12478;
1993;10;5;12481;
1993;10;6;6530;
1993;10;7;12629;
1993;10;8;4763;
1993;10;9;4982;
1993;10;10;11520;
1993;10;11;6127;
1993;10;12;8860;
1993;10;13;10750;
1993;10;14;3863;
1993;10;15;4921;
1993;10;16;10030;
1993;10;17;2387;
1993;10;18;7690;
1993;10;19;3200;
1993;10;20;1462;
1993;10;21;4525;
1993;10;22;670;
1993;10;23;1026;
1993;10;24;1278;
1993;10;25;1940;
1993;10;26;6588;
1993;10;27;7445;
1993;10;28;1350;
1993;10;29;2171;
1993;10;30;7236;
1993;10;31;6664;
1993;11;1;936;
1993;11;2;990;
1993;11;3;608;
1993;11;4;1184;
1993;11;5;929;
1993;11;6;659;
1993;11;7;1926;
1993;11;8;1670;
1993;11;9;1375;
1993;11;10;1800;
1993;11;11;2542;
1993;11;12;4730;
1993;11;13;1271;
1993;11;14;1264;
1993;11;15;1163;
1993;11;16;871;
1993;11;17;1368;
1993;11;18;5263;
1993;11;19;5285;
1993;11;20;4774;
1993;11;21;1922;
1993;11;22;191;
1993;11;23;4205;
1993;11;24;1055;
1993;11;25;864;
1993;11;26;4230;
1993;11;27;2876;
1993;11;28;1692;
1993;11;29;1519;
1993;11;30;2635;
1993;12;1;1832;
1993;12;2;2106;
1993;12;3;1339;
1993;12;4;3928;
1993;12;5;2002;
1993;12;6;2077;
1993;12;7;1314;
1993;12;8;3575;
1993;12;9;2488;
1993;12;10;1332;
1993;12;11;3492;
1993;12;12;1242;
1993;12;13;785;
1993;12;14;1051;
1993;12;15;3121;
1993;12;16;2700;
1993;12;17;1879;
1993;12;18;976;
1993;12;19;2048;
1993;12;20;551;
1993;12;21;3074;
1993;12;22;2182;
1993;12;23;1530;
1993;12;24;2038;
1993;12;25;1746;
1993;12;26;2074;
1993;12;27;1876;
1993;12;28;3679;
1993;12;29;3949;
1993;12;30;2812;
1993;12;31;3096;
1994;01;1;1314;
1994;01;2;1674;
1994;01;3;2711;
1994;01;4;2146;
1994;01;5;3031;
1994;01;6;2938;
1994;01;7;1494;
1994;01;8;2012;
1994;01;9;464;
1994;01;10;1854;
1994;01;11;1170;
1994;01;12;3002;
1994;01;13;1159;
1994;01;14;3118;
1994;01;15;3604;
1994;01;16;3337;
1994;01;17;1577;
1994;01;18;5389;
1994;01;19;5458;
1994;01;20;2502;
1994;01;21;5422;
1994;01;22;1354;
1994;01;23;1066;
1994;01;24;4907;
1994;01;25;2056;
1994;01;26;4471;
1994;01;27;1523;
1994;01;28;4208;
1994;01;29;1584;
1994;01;30;2887;
1994;01;31;3578;
1994;02;1;5677;
1994;02;2;3046;
1994;02;3;3114;
1994;02;4;3935;
1994;02;5;1001;
1994;02;6;1660;
1994;02;7;814;
1994;02;8;619;
1994;02;9;2876;
1994;02;10;2045;
1994;02;11;1937;
1994;02;12;2221;
1994;02;13;5443;
1994;02;14;8604;
1994;02;15;9331;
1994;02;16;9194;
1994;02;17;4658;
1994;02;18;7787;
1994;02;19;8334;
1994;02;20;6847;
1994;02;21;6120;
1994;02;22;2783;
1994;02;23;1235;
1994;02;24;3010;
1994;02;25;2210;
1994;02;26;7326;
1994;02;27;9227;
1994;02;28;7931;
1994;03;1;4939;
1994;03;2;5375;
1994;03;3;7207;
1994;03;4;2326;
1994;03;5;12640;
1994;03;6;7027;
1994;03;7;2714;
1994;03;8;3064;
1994;03;9;4270;
1994;03;10;4655;
1994;03;11;13784;
1994;03;12;7978;
1994;03;13;2812;
1994;03;14;6041;
1994;03;15;4129;
1994;03;16;10379;
1994;03;17;12485;
1994;03;18;7222;
1994;03;19;7560;
1994;03;20;10616;
1994;03;21;11369;
1994;03;22;7672;
1994;03;23;7294;
1994;03;24;2941;
1994;03;25;4626;
1994;03;26;12992;
1994;03;27;11102;
1994;03;28;14792;
1994;03;29;6113;
1994;03;30;12636;
1994;03;31;14000;
1994;04;1;5728;
1994;04;2;10937;
1994;04;3;10487;
1994;04;4;14234;
1994;04;5;16614;
1994;04;6;12920;
1994;04;7;14627;
1994;04;8;16124;
1994;04;9;11714;
1994;04;10;3046;
1994;04;11;3121;
1994;04;12;1951;
1994;04;13;3416;
1994;04;14;5260;
1994;04;15;7330;
1994;04;16;13583;
1994;04;17;1933;
1994;04;18;8852;
1994;04;19;15880;
1994;04;20;20142;
1994;04;21;20290;
1994;04;22;18205;
1994;04;23;19472;
1994;04;24;21452;
1994;04;25;20466;
1994;04;26;12762;
1994;04;27;10721;
1994;04;28;19670;
1994;04;29;18234;
1994;04;30;19757;
1994;05;1;15408;
1994;05;2;7193;
1994;05;3;25337;
1994;05;4;20347;
1994;05;5;10764;
1994;05;6;14371;
1994;05;7;21895;
1994;05;8;26539;
1994;05;9;23872;
1994;05;10;9018;
1994;05;11;22558;
1994;05;12;14468;
1994;05;13;20614;
1994;05;14;20070;
1994;05;15;23602;
1994;05;16;22028;
1994;05;17;16754;
1994;05;18;19336;
1994;05;19;6073;
1994;05;20;5728;
1994;05;21;19440;
1994;05;22;21474;
1994;05;23;13370;
1994;05;24;23177;
1994;05;25;9047;
1994;05;26;21758;
1994;05;27;8935;
1994;05;28;21722;
1994;05;29;17694;
1994;05;30;21755;
1994;05;31;22453;
1994;06;1;27842;
1994;06;2;19490;
1994;06;3;23630;
1994;06;4;20419;
1994;06;5;8665;
1994;06;6;21496;
1994;06;7;13378;
1994;06;8;28350;
1994;06;9;5645;
1994;06;10;18702;
1994;06;11;11916;
1994;06;12;23994;
1994;06;13;24160;
1994;06;14;6134;
1994;06;15;22680;
1994;06;16;9439;
1994;06;17;13846;
1994;06;18;19577;
1994;06;19;28746;
1994;06;20;24509;
1994;06;21;17730;
1994;06;22;20851;
1994;06;23;26093;
1994;06;24;29794;
1994;06;25;29138;
1994;06;26;24394;
1994;06;27;23144;
1994;06;28;24142;
1994;06;29;21067;
1994;06;30;13100;
1994;07;1;26698;
1994;07;2;29419;
1994;07;3;27871;
1994;07;4;26618;
1994;07;5;18706;
1994;07;6;18472;
1994;07;7;7762;
1994;07;8;21708;
1994;07;9;18227;
1994;07;10;20066;
1994;07;11;23270;
1994;07;12;21406;
1994;07;13;25204;
1994;07;14;21215;
1994;07;15;20718;
1994;07;16;21618;
1994;07;17;16240;
1994;07;18;16430;
1994;07;19;7348;
1994;07;20;7628;
1994;07;21;27796;
1994;07;22;27295;
1994;07;23;25852;
1994;07;24;25600;
1994;07;25;22741;
1994;07;26;22424;
1994;07;27;20765;
1994;07;28;25034;
1994;07;29;22788;
1994;07;30;24210;
1994;07;31;25452;
1994;08;1;24534;
1994;08;2;15149;
1994;08;3;20876;
1994;08;4;24646;
1994;08;5;24210;
1994;08;6;16297;
1994;08;7;10516;
1994;08;8;15106;
1994;08;9;18342;
1994;08;10;20880;
1994;08;11;18889;
1994;08;12;12553;
1994;08;13;9234;
1994;08;14;21305;
1994;08;15;22097;
1994;08;16;22136;
1994;08;17;18655;
1994;08;18;11196;
1994;08;19;14216;
1994;08;20;14036;
1994;08;21;20988;
1994;08;22;19066;
1994;08;23;6422;
1994;08;24;5576;
1994;08;25;5267;
1994;08;26;11704;
1994;08;27;12280;
1994;08;28;17194;
1994;08;29;16844;
1994;08;30;17474;
1994;08;31;17197;
1994;09;1;15538;
1994;09;2;8636;
1994;09;3;12726;
1994;09;4;15484;
1994;09;5;5854;
1994;09;6;14526;
1994;09;7;4482;
1994;09;8;14051;
1994;09;9;11686;
1994;09;10;8935;
1994;09;11;13316;
1994;09;12;13550;
1994;09;13;8582;
1994;09;14;4820;
1994;09;15;16175;
1994;09;16;15905;
1994;09;17;11804;
1994;09;18;10688;
1994;09;19;6538;
1994;09;20;9086;
1994;09;21;4792;
1994;09;22;11826;
1994;09;23;14933;
1994;09;24;10058;
1994;09;25;7960;
1994;09;26;8791;
1994;09;27;9137;
1994;09;28;5436;
1994;09;29;9950;
1994;09;30;12042;
1994;10;1;8752;
1994;10;2;8046;
1994;10;3;7420;
1994;10;4;11153;
1994;10;5;8140;
1994;10;6;9144;
1994;10;7;7038;
1994;10;8;2650;
1994;10;9;8730;
1994;10;10;6062;
1994;10;11;7240;
1994;10;12;7963;
1994;10;13;8665;
1994;10;14;7996;
1994;10;15;4144;
1994;10;16;1771;
1994;10;17;3780;
1994;10;18;9810;
1994;10;19;7819;
1994;10;20;7805;
1994;10;21;9583;
1994;10;22;8359;
1994;10;23;1764;
1994;10;24;1825;
1994;10;25;7859;
1994;10;26;2441;
1994;10;27;5620;
1994;10;28;3290;
1994;10;29;8525;
1994;10;30;1382;
1994;10;31;3384;
1994;11;1;3427;
1994;11;2;7121;
1994;11;3;6782;
1994;11;4;7009;
1994;11;5;5454;
1994;11;6;3586;
1994;11;7;3046;
1994;11;8;1026;
1994;11;9;2210;
1994;11;10;558;
1994;11;11;2812;
1994;11;12;3434;
1994;11;13;1865;
1994;11;14;1872;
1994;11;15;1228;
1994;11;16;3877;
1994;11;17;4324;
1994;11;18;2088;
1994;11;19;4237;
1994;11;20;1850;
1994;11;21;3766;
1994;11;22;5033;
1994;11;23;1159;
1994;11;24;997;
1994;11;25;878;
1994;11;26;868;
1994;11;27;626;
1994;11;28;785;
1994;11;29;4266;
1994;11;30;1318;
1994;12;1;4626;
1994;12;2;4525;
1994;12;3;2027;
1994;12;4;709;
1994;12;5;356;
1994;12;6;3283;
1994;12;7;4234;
1994;12;8;3798;
1994;12;9;2542;
1994;12;10;1422;
1994;12;11;2344;
1994;12;12;3812;
1994;12;13;302;
1994;12;14;3182;
1994;12;15;2470;
1994;12;16;2974;
1994;12;17;2909;
1994;12;18;4212;
1994;12;19;734;
1994;12;20;846;
1994;12;21;763;
1994;12;22;1051;
1994;12;23;2023;
1994;12;24;882;
1994;12;25;821;
1994;12;26;673;
1994;12;27;662;
1994;12;28;1274;
1994;12;29;774;
1994;12;30;1548;
1994;12;31;2153;
1995;01;1;2480;
1995;01;2;1552;
1995;01;3;1228;
1995;01;4;2614;
1995;01;5;3452;
1995;01;6;1498;
1995;01;7;670;
1995;01;8;1969;
1995;01;9;731;
1995;01;10;1584;
1995;01;11;3136;
1995;01;12;3002;
1995;01;13;3096;
1995;01;14;3395;
1995;01;15;2153;
1995;01;16;4450;
1995;01;17;1523;
1995;01;18;4990;
1995;01;19;724;
1995;01;20;3028;
1995;01;21;1483;
1995;01;22;1782;
1995;01;23;2434;
1995;01;24;4216;
1995;01;25;1134;
1995;01;26;3244;
1995;01;27;2794;
1995;01;28;2459;
1995;01;29;3553;
1995;01;30;1836;
1995;01;31;5209;
1995;02;1;1847;
1995;02;2;1141;
1995;02;3;5944;
1995;02;4;4788;
1995;02;5;4763;
1995;02;6;2452;
1995;02;7;4943;
1995;02;8;4993;
1995;02;9;2286;
1995;02;10;5076;
1995;02;11;5407;
1995;02;12;4032;
1995;02;13;7614;
1995;02;14;2880;
1995;02;15;2772;
1995;02;16;3956;
1995;02;17;4716;
1995;02;18;6203;
1995;02;19;5177;
1995;02;20;3805;
1995;02;21;8226;
1995;02;22;10753;
1995;02;23;2999;
1995;02;24;9158;
1995;02;25;5742;
1995;02;26;4687;
1995;02;27;6296;
1995;02;28;3920;
1995;03;1;10300;
1995;03;2;4104;
1995;03;3;10609;
1995;03;4;2617;
1995;03;5;11462;
1995;03;6;10624;
1995;03;7;9205;
1995;03;8;13421;
1995;03;9;5504;
1995;03;10;11196;
1995;03;11;12348;
1995;03;12;14130;
1995;03;13;6664;
1995;03;14;3838;
1995;03;15;5746;
1995;03;16;8856;
1995;03;17;8917;
1995;03;18;12982;
1995;03;19;4730;
1995;03;20;11711;
1995;03;21;10076;
1995;03;22;13885;
1995;03;23;6300;
1995;03;24;16247;
1995;03;25;8093;
1995;03;26;4475;
1995;03;27;6480;
1995;03;28;13223;
1995;03;29;3406;
1995;03;30;11534;
1995;03;31;12218;
1995;04;1;2189;
1995;04;2;10735;
1995;04;3;17917;
1995;04;4;8352;
1995;04;5;16603;
1995;04;6;6980;
1995;04;7;6991;
1995;04;8;13414;
1995;04;9;13370;
1995;04;10;2308;
1995;04;11;5774;
1995;04;12;5040;
1995;04;13;6030;
1995;04;14;3751;
1995;04;15;3586;
1995;04;16;6786;
1995;04;17;6991;
1995;04;18;10818;
1995;04;19;16880;
1995;04;20;9382;
1995;04;21;19415;
1995;04;22;22741;
1995;04;23;22255;
1995;04;24;18562;
1995;04;25;9709;
1995;04;26;15271;
1995;04;27;7099;
1995;04;28;5695;
1995;04;29;22288;
1995;04;30;15246;
1995;05;1;5440;
1995;05;2;25236;
1995;05;3;25229;
1995;05;4;23472;
